file,line,name,parent,context,author,displayName,effective_author,credit_status
TAEGear\Uniforms\config.cpp,374,tae_uniform_unit_dark_red_seal,tae_uniform_unit_red_seal,CfgVehicles,Edonn,TAE Mandalorian Undersuit with Seal (Dark Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,386,tae_uniform_unit_brown_seal,tae_uniform_unit_red_seal,CfgVehicles,Edonn,TAE Mandalorian Undersuit with Seal (Brown),Edonn,Explicit
TAEGear\Uniforms\config.cpp,398,tae_uniform_unit_white_seal,tgf_undersuit_unit_white_seal,CfgVehicles,Edonn,TAE Mandalorian Undersuit with Seal (White),Edonn,Explicit
TAEGear\Uniforms\config.cpp,410,tae_uniform_unit_skirata,tgf_undersuit_unit_skirata,CfgVehicles,Edonn,TAE Mandalorian Undersuit with Seal (Kal Skirata),Edonn,Explicit
TAEGear\Uniforms\config.cpp,422,tae_uniform_unit_vau,tgf_undersuit_unit_vau,CfgVehicles,Edonn,TAE Mandalorian Undersuit with Seal (Walon Vau),Edonn,Explicit
TAEGear\Uniforms\config.cpp,434,tae_uniform_unit_black_female,tgf_undersuit_unit_black_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (Black),Edonn,Explicit
TAEGear\Uniforms\config.cpp,446,tae_uniform_unit_dark_blue_female,tgf_undersuit_unit_dark_blue_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (Dark Blue),Edonn,Explicit
TAEGear\Uniforms\config.cpp,458,tae_uniform_unit_dark_red_female,tgf_undersuit_unit_red_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (Dark Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,475,tae_uniform_unit_grey_female,tgf_undersuit_unit_grey_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (Grey),Edonn,Explicit
TAEGear\Uniforms\config.cpp,487,tae_uniform_unit_red_female,tgf_undersuit_unit_red_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,499,tae_uniform_unit_orange_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Orange),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,508,tae_uniform_unit_brown_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Brown),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,517,tae_uniform_unit_dark_green_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Green),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,526,tae_uniform_unit_forgemaster_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Forgemaster),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,535,tae_uniform_unit_skirata_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Kal Skirata),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,544,tae_uniform_unit_vau_female,tae_uniform_unit_black_female,CfgVehicles,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Walon Vau),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,553,tae_uniform_unit_white_female,tgf_undersuit_unit_white_female,CfgVehicles,Edonn,TAE Female Mandalorian Undersuit with Seal (White),Edonn,Explicit
TAEGear\Uniforms\config.cpp,568,ls_mandalorianUniform,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,571,tgf_undersuit_uniform_forgemaster_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,574,tgf_undersuit_uniform_black_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,577,tgf_undersuit_uniform_dark_blue_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,580,tgf_undersuit_uniform_dark_green_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,583,tgf_undersuit_uniform_grey_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,586,tgf_undersuit_uniform_orange_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,589,tgf_undersuit_uniform_red_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,592,tgf_undersuit_uniform_white_seal,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,595,tgf_undersuit_uniform_skirata,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,598,tgf_undersuit_uniform_vau,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,601,tgf_undersuit_uniform_black_female,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,604,tgf_undersuit_uniform_dark_blue_female,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,607,tgf_undersuit_uniform_grey_female,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,610,tgf_undersuit_uniform_red_female,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,613,tgf_undersuit_uniform_white_female,,CfgWeapons,,,,External inheritance / no local author
TAEGear\Uniforms\config.cpp,617,tae_uniform_ls_mandalorian,ls_mandalorianUniform,CfgWeapons,Edonn,TAE LS Mandalorian Undersuit,Edonn,Explicit
TAEGear\Uniforms\config.cpp,635,tae_uniform_forgemaster_seal,tgf_undersuit_uniform_forgemaster_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Forgemaster),Edonn,Explicit
TAEGear\Uniforms\config.cpp,653,tae_uniform_black_seal,tgf_undersuit_uniform_black_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Black),Edonn,Explicit
TAEGear\Uniforms\config.cpp,671,tae_uniform_dark_blue_seal,tgf_undersuit_uniform_dark_blue_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Dark Blue),Edonn,Explicit
TAEGear\Uniforms\config.cpp,689,tae_uniform_dark_green_seal,tgf_undersuit_uniform_dark_green_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Dark Green),Edonn,Explicit
TAEGear\Uniforms\config.cpp,707,tae_uniform_grey_seal,tgf_undersuit_uniform_grey_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Grey),Edonn,Explicit
TAEGear\Uniforms\config.cpp,725,tae_uniform_orange_seal,tgf_undersuit_uniform_orange_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Orange),Edonn,Explicit
TAEGear\Uniforms\config.cpp,743,tae_uniform_red_seal,tgf_undersuit_uniform_red_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,761,tae_uniform_dark_red_seal,tae_uniform_red_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Dark Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,777,tae_uniform_brown_seal,tae_uniform_red_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Brown),Edonn,Explicit
TAEGear\Uniforms\config.cpp,793,tae_uniform_white_seal,tgf_undersuit_uniform_white_seal,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (White),Edonn,Explicit
TAEGear\Uniforms\config.cpp,811,tae_uniform_skirata,tgf_undersuit_uniform_skirata,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Kal Skirata),Edonn,Explicit
TAEGear\Uniforms\config.cpp,829,tae_uniform_vau,tgf_undersuit_uniform_vau,CfgWeapons,Edonn,TAE Mandalorian Undersuit with Seal (Walon Vau),Edonn,Explicit
TAEGear\Uniforms\config.cpp,847,tae_uniform_black_female,tgf_undersuit_uniform_black_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (Black),Edonn,Explicit
TAEGear\Uniforms\config.cpp,865,tae_uniform_dark_blue_female,tgf_undersuit_uniform_dark_blue_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (Dark Blue),Edonn,Explicit
TAEGear\Uniforms\config.cpp,883,tae_uniform_dark_red_female,tgf_undersuit_uniform_red_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (Dark Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,901,tae_uniform_grey_female,tgf_undersuit_uniform_grey_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (Grey),Edonn,Explicit
TAEGear\Uniforms\config.cpp,919,tae_uniform_red_female,tgf_undersuit_uniform_red_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (Red),Edonn,Explicit
TAEGear\Uniforms\config.cpp,937,tae_uniform_orange_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Orange),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,944,tae_uniform_brown_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Brown),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,951,tae_uniform_dark_green_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Green),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,958,tae_uniform_forgemaster_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Forgemaster),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,965,tae_uniform_skirata_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Kal Skirata),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,972,tae_uniform_vau_female,tae_uniform_black_female,CfgWeapons,The Great Forge and Edonn,TAE Female Mandalorian Undersuit with Seal (Walon Vau),The Great Forge and Edonn,Explicit
TAEGear\Uniforms\config.cpp,979,tae_uniform_white_female,tgf_undersuit_uniform_white_female,CfgWeapons,Edonn,TAE Female Mandalorian Undersuit with Seal (White),Edonn,Explicit
TAEHUD\config.cpp,3,TAEHUD,,CfgPatches,TAE Mod Team,,TAE Mod Team,Explicit
TAEInsignias\config.cpp,2,TAEInsignias,,CfgPatches,TAE Mod Team,,TAE Mod Team,Explicit
TAEInsignias\config.cpp,12,TAE_Insignia_Acklay,,CfgUnitInsignia,TAE Mod Team,House Karr Acklay,TAE Mod Team,Explicit
TAEInsignias\config.cpp,19,TAE_Insignia_Foxx,,CfgUnitInsignia,TAE Mod Team,House Karr Foxx,TAE Mod Team,Explicit
TAEInsignias\config.cpp,26,TAE_Insignia_House_Karr,,CfgUnitInsignia,TAE Mod Team,House Karr,TAE Mod Team,Explicit
TAEInsignias\config.cpp,33,TAE_Insignia_Rook,,CfgUnitInsignia,TAE Mod Team,House Karr Rook,TAE Mod Team,Explicit
TAEInsignias\config.cpp,40,TAE_Insignia_Shyyyo_Flight,,CfgUnitInsignia,TAE Mod Team,Shyyyo Flight,TAE Mod Team,Explicit
TAEInsignias\config.cpp,47,TAE_Insignia_Varen,,CfgUnitInsignia,TAE Mod Team,House Karr Varen,TAE Mod Team,Explicit
TAEInsignias\config.cpp,54,TAE_Insignia_Kyram,,CfgUnitInsignia,TAE Mod Team,House Karr Kyr'am,TAE Mod Team,Explicit
TAEInsignias\config.cpp,61,TAE_Insignia_Haranverd,,CfgUnitInsignia,TAE Mod Team,House Karr Haranverd,TAE Mod Team,Explicit
TAEJLTSCompat\config.cpp,3,JLTS_optionals_TFARBeta_compat,,CfgPatches,Poly; TAE Mod Team,,Poly; TAE Mod Team,Explicit
TAEJLTSCompat\config.cpp,113,JLTS_clone_comlink,TFAR_anprc152,CfgWeapons,MrClock,$STR_JLTS_names_RadioCWP8,MrClock,Explicit
TAEJLTSCompat\config.cpp,132,JLTS_droid_comlink,JLTS_clone_comlink,CfgWeapons,,$STR_JLTS_names_RadioDroid,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,141,JLTS_clone_comlink_1,JLTS_clone_comlink,CfgWeapons,,CWP-8 1,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,150,JLTS_clone_comlink_2,JLTS_clone_comlink,CfgWeapons,,CWP-8 2,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,159,JLTS_clone_comlink_3,JLTS_clone_comlink,CfgWeapons,,CWP-8 3,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,168,JLTS_clone_comlink_4,JLTS_clone_comlink,CfgWeapons,,CWP-8 4,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,177,JLTS_clone_comlink_5,JLTS_clone_comlink,CfgWeapons,,CWP-8 5,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,186,JLTS_clone_comlink_6,JLTS_clone_comlink,CfgWeapons,,CWP-8 6,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,195,JLTS_clone_comlink_7,JLTS_clone_comlink,CfgWeapons,,CWP-8 7,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,204,JLTS_clone_comlink_8,JLTS_clone_comlink,CfgWeapons,,CWP-8 8,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,213,JLTS_clone_comlink_9,JLTS_clone_comlink,CfgWeapons,,CWP-8 9,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,222,JLTS_clone_comlink_10,JLTS_clone_comlink,CfgWeapons,,CWP-8 10,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,231,JLTS_clone_comlink_11,JLTS_clone_comlink,CfgWeapons,,CWP-8 11,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,240,JLTS_clone_comlink_12,JLTS_clone_comlink,CfgWeapons,,CWP-8 12,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,249,JLTS_clone_comlink_13,JLTS_clone_comlink,CfgWeapons,,CWP-8 13,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,258,JLTS_clone_comlink_14,JLTS_clone_comlink,CfgWeapons,,CWP-8 14,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,267,JLTS_clone_comlink_15,JLTS_clone_comlink,CfgWeapons,,CWP-8 15,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,276,JLTS_clone_comlink_16,JLTS_clone_comlink,CfgWeapons,,CWP-8 16,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,285,JLTS_clone_comlink_17,JLTS_clone_comlink,CfgWeapons,,CWP-8 17,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,294,JLTS_clone_comlink_18,JLTS_clone_comlink,CfgWeapons,,CWP-8 18,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,303,JLTS_clone_comlink_19,JLTS_clone_comlink,CfgWeapons,,CWP-8 19,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,312,JLTS_clone_comlink_20,JLTS_clone_comlink,CfgWeapons,,CWP-8 20,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,321,JLTS_clone_comlink_21,JLTS_clone_comlink,CfgWeapons,,CWP-8 21,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,330,JLTS_clone_comlink_22,JLTS_clone_comlink,CfgWeapons,,CWP-8 22,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,339,JLTS_clone_comlink_23,JLTS_clone_comlink,CfgWeapons,,CWP-8 23,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,348,JLTS_clone_comlink_24,JLTS_clone_comlink,CfgWeapons,,CWP-8 24,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,357,JLTS_clone_comlink_25,JLTS_clone_comlink,CfgWeapons,,CWP-8 25,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,366,JLTS_clone_comlink_26,JLTS_clone_comlink,CfgWeapons,,CWP-8 26,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,375,JLTS_clone_comlink_27,JLTS_clone_comlink,CfgWeapons,,CWP-8 27,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,384,JLTS_clone_comlink_28,JLTS_clone_comlink,CfgWeapons,,CWP-8 28,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,393,JLTS_clone_comlink_29,JLTS_clone_comlink,CfgWeapons,,CWP-8 29,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,402,JLTS_clone_comlink_30,JLTS_clone_comlink,CfgWeapons,,CWP-8 30,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,411,JLTS_clone_comlink_31,JLTS_clone_comlink,CfgWeapons,,CWP-8 31,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,420,JLTS_clone_comlink_32,JLTS_clone_comlink,CfgWeapons,,CWP-8 32,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,429,JLTS_clone_comlink_33,JLTS_clone_comlink,CfgWeapons,,CWP-8 33,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,438,JLTS_clone_comlink_34,JLTS_clone_comlink,CfgWeapons,,CWP-8 34,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,447,JLTS_clone_comlink_35,JLTS_clone_comlink,CfgWeapons,,CWP-8 35,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,456,JLTS_clone_comlink_36,JLTS_clone_comlink,CfgWeapons,,CWP-8 36,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,465,JLTS_clone_comlink_37,JLTS_clone_comlink,CfgWeapons,,CWP-8 37,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,474,JLTS_clone_comlink_38,JLTS_clone_comlink,CfgWeapons,,CWP-8 38,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,483,JLTS_clone_comlink_39,JLTS_clone_comlink,CfgWeapons,,CWP-8 39,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,492,JLTS_clone_comlink_40,JLTS_clone_comlink,CfgWeapons,,CWP-8 40,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,501,JLTS_clone_comlink_41,JLTS_clone_comlink,CfgWeapons,,CWP-8 41,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,510,JLTS_clone_comlink_42,JLTS_clone_comlink,CfgWeapons,,CWP-8 42,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,519,JLTS_clone_comlink_43,JLTS_clone_comlink,CfgWeapons,,CWP-8 43,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,528,JLTS_clone_comlink_44,JLTS_clone_comlink,CfgWeapons,,CWP-8 44,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,537,JLTS_clone_comlink_45,JLTS_clone_comlink,CfgWeapons,,CWP-8 45,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,546,JLTS_clone_comlink_46,JLTS_clone_comlink,CfgWeapons,,CWP-8 46,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,555,JLTS_clone_comlink_47,JLTS_clone_comlink,CfgWeapons,,CWP-8 47,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,564,JLTS_clone_comlink_48,JLTS_clone_comlink,CfgWeapons,,CWP-8 48,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,573,JLTS_clone_comlink_49,JLTS_clone_comlink,CfgWeapons,,CWP-8 49,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,582,JLTS_clone_comlink_50,JLTS_clone_comlink,CfgWeapons,,CWP-8 50,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,591,JLTS_clone_comlink_51,JLTS_clone_comlink,CfgWeapons,,CWP-8 51,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,600,JLTS_clone_comlink_52,JLTS_clone_comlink,CfgWeapons,,CWP-8 52,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,609,JLTS_clone_comlink_53,JLTS_clone_comlink,CfgWeapons,,CWP-8 53,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,618,JLTS_clone_comlink_54,JLTS_clone_comlink,CfgWeapons,,CWP-8 54,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,627,JLTS_clone_comlink_55,JLTS_clone_comlink,CfgWeapons,,CWP-8 55,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,636,JLTS_clone_comlink_56,JLTS_clone_comlink,CfgWeapons,,CWP-8 56,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,645,JLTS_clone_comlink_57,JLTS_clone_comlink,CfgWeapons,,CWP-8 57,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,654,JLTS_clone_comlink_58,JLTS_clone_comlink,CfgWeapons,,CWP-8 58,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,663,JLTS_clone_comlink_59,JLTS_clone_comlink,CfgWeapons,,CWP-8 59,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,672,JLTS_clone_comlink_60,JLTS_clone_comlink,CfgWeapons,,CWP-8 60,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,681,JLTS_clone_comlink_61,JLTS_clone_comlink,CfgWeapons,,CWP-8 61,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,690,JLTS_clone_comlink_62,JLTS_clone_comlink,CfgWeapons,,CWP-8 62,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,699,JLTS_clone_comlink_63,JLTS_clone_comlink,CfgWeapons,,CWP-8 63,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,708,JLTS_clone_comlink_64,JLTS_clone_comlink,CfgWeapons,,CWP-8 64,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,717,JLTS_clone_comlink_65,JLTS_clone_comlink,CfgWeapons,,CWP-8 65,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,726,JLTS_clone_comlink_66,JLTS_clone_comlink,CfgWeapons,,CWP-8 66,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,735,JLTS_clone_comlink_67,JLTS_clone_comlink,CfgWeapons,,CWP-8 67,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,744,JLTS_clone_comlink_68,JLTS_clone_comlink,CfgWeapons,,CWP-8 68,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,753,JLTS_clone_comlink_69,JLTS_clone_comlink,CfgWeapons,,CWP-8 69,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,762,JLTS_clone_comlink_70,JLTS_clone_comlink,CfgWeapons,,CWP-8 70,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,771,JLTS_clone_comlink_71,JLTS_clone_comlink,CfgWeapons,,CWP-8 71,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,780,JLTS_clone_comlink_72,JLTS_clone_comlink,CfgWeapons,,CWP-8 72,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,789,JLTS_clone_comlink_73,JLTS_clone_comlink,CfgWeapons,,CWP-8 73,MrClock,Inherited locally from JLTS_clone_comlink
TAEJLTSCompat\config.cpp,798,JLTS_clone_comlink_74,JLTS_clone_comlink,CfgWeapons,,CWP-8 74,MrClock,Inherited locally from JLTS_clone_comlink
